種別,年,月,産業分類,規模,就業形態,常用雇用,現金給与総額,きまって支給する給与,実質賃金（現金給与総額）,総実労働時間,所定外労働時間
季節調整済指数伸び率（前月比）,1997,2,E,T,2,0.3,,,,,
季節調整済指数伸び率（前月比）,1997,2,TL,0,0,0.1,-2.1,0.8,-2.1,3.6,4.2
季節調整済指数伸び率（前月比）,1997,2,TL,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,1997,2,TL,0,2,-2.1,,,,,
季節調整済指数伸び率（前月比）,1997,2,TL,T,0,0,-1.9,0.6,-1.9,3.7,2.5
季節調整済指数伸び率（前月比）,1997,2,TL,T,1,0.2,,,,,
季節調整済指数伸び率（前月比）,1997,2,TL,T,2,-0.2,,,,,
季節調整済指数伸び率（前月比）,1997,3,D,T,0,,-0.5,,,,
季節調整済指数伸び率（前月比）,1997,3,E,0,0,0.1,-0.2,-0.1,-0.1,-1,1.5
季節調整済指数伸び率（前月比）,1997,3,E,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1997,3,E,0,2,1.9,,,,,
季節調整済指数伸び率（前月比）,1997,3,E,T,0,0,-0.1,-0.4,0,-1.4,1
季節調整済指数伸び率（前月比）,1997,3,E,T,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,1997,3,E,T,2,1.6,,,,,
季節調整済指数伸び率（前月比）,1997,3,TL,0,0,0.4,-0.4,0,-0.3,-1.9,0.1
季節調整済指数伸び率（前月比）,1997,3,TL,0,1,0,,,,,
季節調整済指数伸び率（前月比）,1997,3,TL,0,2,1.4,,,,,
季節調整済指数伸び率（前月比）,1997,3,TL,T,0,0.3,-0.5,0.1,-0.3,-1.7,0.1
季節調整済指数伸び率（前月比）,1997,3,TL,T,1,0,,,,,
季節調整済指数伸び率（前月比）,1997,3,TL,T,2,0.4,,,,,
季節調整済指数伸び率（前月比）,1997,4,D,T,0,,0.8,,,,
季節調整済指数伸び率（前月比）,1997,4,E,0,0,0,0.4,0.4,-1.5,0.5,3.6
季節調整済指数伸び率（前月比）,1997,4,E,0,1,0.2,,,,,
季節調整済指数伸び率（前月比）,1997,4,E,0,2,-0.5,,,,,
季節調整済指数伸び率（前月比）,1997,4,E,T,0,0.1,0.4,1,-1.5,0.5,3.2
季節調整済指数伸び率（前月比）,1997,4,E,T,1,0.2,,,,,
季節調整済指数伸び率（前月比）,1997,4,E,T,2,-0.9,,,,,
季節調整済指数伸び率（前月比）,1997,4,TL,0,0,0.4,0.6,0.2,-1.4,0.4,1.8
季節調整済指数伸び率（前月比）,1997,4,TL,0,1,0.2,,,,,
季節調整済指数伸び率（前月比）,1997,4,TL,0,2,0.6,,,,,
季節調整済指数伸び率（前月比）,1997,4,TL,T,0,0.3,0.7,0.4,-1.2,0.3,2.3
季節調整済指数伸び率（前月比）,1997,4,TL,T,1,0.3,,,,,
季節調整済指数伸び率（前月比）,1997,4,TL,T,2,0.4,,,,,
季節調整済指数伸び率（前月比）,1997,5,D,T,0,,0.1,,,,
季節調整済指数伸び率（前月比）,1997,5,E,0,0,0.1,0.4,0.2,0.5,-0.1,-1.4
季節調整済指数伸び率（前月比）,1997,5,E,0,1,0.2,,,,,
季節調整済指数伸び率（前月比）,1997,5,E,0,2,0.9,,,,,
季節調整済指数伸び率（前月比）,1997,5,E,T,0,-0.1,0.3,0.1,0.4,0,-1.2
季節調整済指数伸び率（前月比）,1997,5,E,T,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,1997,5,E,T,2,0.2,,,,,
季節調整済指数伸び率（前月比）,1997,5,TL,0,0,0,0.3,0.1,0.4,-0.3,-1.8
季節調整済指数伸び率（前月比）,1997,5,TL,0,1,0.3,,,,,
季節調整済指数伸び率（前月比）,1997,5,TL,0,2,-0.4,,,,,
季節調整済指数伸び率（前月比）,1997,5,TL,T,0,0.1,-0.2,-0.2,-0.1,-0.3,-3.6
季節調整済指数伸び率（前月比）,1997,5,TL,T,1,0,,,,,
季節調整済指数伸び率（前月比）,1997,5,TL,T,2,0.4,,,,,
季節調整済指数伸び率（前月比）,1997,6,D,T,0,,0.7,,,,
季節調整済指数伸び率（前月比）,1997,6,E,0,0,-0.2,1.7,0.7,1.4,0.5,-0.3
季節調整済指数伸び率（前月比）,1997,6,E,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1997,6,E,0,2,0,,,,,
季節調整済指数伸び率（前月比）,1997,6,E,T,0,-0.1,1.8,0.4,1.5,0.5,-0.2
季節調整済指数伸び率（前月比）,1997,6,E,T,1,-0.4,,,,,
季節調整済指数伸び率（前月比）,1997,6,E,T,2,0.1,,,,,
季節調整済指数伸び率（前月比）,1997,6,TL,0,0,0,1,0.3,0.7,0.6,0.7
季節調整済指数伸び率（前月比）,1997,6,TL,0,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,1997,6,TL,0,2,0.6,,,,,
季節調整済指数伸び率（前月比）,1997,6,TL,T,0,0.1,0.9,0.2,0.6,0.3,1.8
季節調整済指数伸び率（前月比）,1997,6,TL,T,1,0,,,,,
季節調整済指数伸び率（前月比）,1997,6,TL,T,2,0.2,,,,,
季節調整済指数伸び率（前月比）,1997,7,D,T,0,,1.6,,,,
季節調整済指数伸び率（前月比）,1997,7,E,0,0,-0.1,2.6,-0.4,2.5,-0.1,-0.6
季節調整済指数伸び率（前月比）,1997,7,E,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1997,7,E,0,2,-0.6,,,,,
季節調整済指数伸び率（前月比）,1997,7,E,T,0,-0.2,3.3,-0.3,3.3,-0.5,-1.1
季節調整済指数伸び率（前月比）,1997,7,E,T,1,0.1,,,,,
季節調整済指数伸び率（前月比）,1997,7,E,T,2,-0.1,,,,,
季節調整済指数伸び率（前月比）,1997,7,TL,0,0,0,2,0,2,-0.2,-0.3
季節調整済指数伸び率（前月比）,1997,7,TL,0,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,1997,7,TL,0,2,0,,,,,
季節調整済指数伸び率（前月比）,1997,7,TL,T,0,0,2.5,0,2.4,-0.2,-1.1
季節調整済指数伸び率（前月比）,1997,7,TL,T,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,1997,7,TL,T,2,0.8,,,,,
季節調整済指数伸び率（前月比）,1997,8,D,T,0,,-3.1,,,,
季節調整済指数伸び率（前月比）,1997,8,E,0,0,-0.1,-1.9,-0.2,-1.7,-0.9,-2.4
季節調整済指数伸び率（前月比）,1997,8,E,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1997,8,E,0,2,2,,,,,
季節調整済指数伸び率（前月比）,1997,8,E,T,0,-0.2,-2.5,-0.4,-2.3,-1.3,-3
季節調整済指数伸び率（前月比）,1997,8,E,T,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1997,8,E,T,2,1,,,,,
季節調整済指数伸び率（前月比）,1997,8,TL,0,0,-0.1,-1.8,-0.4,-1.6,-1.9,-2.1
季節調整済指数伸び率（前月比）,1997,8,TL,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1997,8,TL,0,2,0.8,,,,,
季節調整済指数伸び率（前月比）,1997,8,TL,T,0,-0.1,-1.9,-0.3,-1.7,-2.1,-1.6
季節調整済指数伸び率（前月比）,1997,8,TL,T,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,1997,8,TL,T,2,0.4,,,,,
季節調整済指数伸び率（前月比）,1997,9,D,T,0,,-1,,,,
季節調整済指数伸び率（前月比）,1997,9,E,0,0,-0.2,-2.6,-0.3,-2.9,0.6,-1.5
季節調整済指数伸び率（前月比）,1997,9,E,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1997,9,E,0,2,0.6,,,,,
季節調整済指数伸び率（前月比）,1997,9,E,T,0,-0.2,-3.3,0.1,-3.6,0.9,-1.2
季節調整済指数伸び率（前月比）,1997,9,E,T,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,1997,9,E,T,2,0.8,,,,,
季節調整済指数伸び率（前月比）,1997,9,TL,0,0,0.2,-1.9,0,-2.2,1.1,-0.6
季節調整済指数伸び率（前月比）,1997,9,TL,0,1,0,,,,,
季節調整済指数伸び率（前月比）,1997,9,TL,0,2,0,,,,,
季節調整済指数伸び率（前月比）,1997,9,TL,T,0,0,-2.3,0.1,-2.6,1.7,-0.3
季節調整済指数伸び率（前月比）,1997,9,TL,T,1,0,,,,,
季節調整済指数伸び率（前月比）,1997,9,TL,T,2,0.6,,,,,
季節調整済指数伸び率（前月比）,1997,10,D,T,0,,0,,,,
季節調整済指数伸び率（前月比）,1997,10,E,0,0,0,-0.4,0.2,-0.3,-1.5,-1.9
季節調整済指数伸び率（前月比）,1997,10,E,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1997,10,E,0,2,2.8,,,,,
季節調整済指数伸び率（前月比）,1997,10,E,T,0,-0.1,-0.2,-0.1,-0.1,-1.2,-1.2
季節調整済指数伸び率（前月比）,1997,10,E,T,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1997,10,E,T,2,1.5,,,,,
季節調整済指数伸び率（前月比）,1997,10,TL,0,0,0.2,-0.5,-0.1,-0.4,-0.6,-1.3
季節調整済指数伸び率（前月比）,1997,10,TL,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1997,10,TL,0,2,4.3,,,,,
季節調整済指数伸び率（前月比）,1997,10,TL,T,0,0.1,0.1,-0.1,0.2,-0.8,-0.7
季節調整済指数伸び率（前月比）,1997,10,TL,T,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,1997,10,TL,T,2,1.5,,,,,
季節調整済指数伸び率（前月比）,1997,11,D,T,0,,-2.2,,,,
季節調整済指数伸び率（前月比）,1997,11,E,0,0,-0.1,-0.1,0.4,0,1.4,0.9
季節調整済指数伸び率（前月比）,1997,11,E,0,1,0.2,,,,,
季節調整済指数伸び率（前月比）,1997,11,E,0,2,-1,,,,,
季節調整済指数伸び率（前月比）,1997,11,E,T,0,-0.1,-0.1,0.2,0,0.8,0.8
季節調整済指数伸び率（前月比）,1997,11,E,T,1,0,,,,,
季節調整済指数伸び率（前月比）,1997,11,E,T,2,-0.5,,,,,
季節調整済指数伸び率（前月比）,1997,11,TL,0,0,0,0.1,0,0.2,0.5,1
季節調整済指数伸び率（前月比）,1997,11,TL,0,1,0,,,,,
季節調整済指数伸び率（前月比）,1997,11,TL,0,2,-0.5,,,,,
季節調整済指数伸び率（前月比）,1997,11,TL,T,0,0.2,-0.2,-0.1,-0.1,0.3,-0.7
季節調整済指数伸び率（前月比）,1997,11,TL,T,1,0.1,,,,,
季節調整済指数伸び率（前月比）,1997,11,TL,T,2,0,,,,,
季節調整済指数伸び率（前月比）,1997,12,D,T,0,,12.8,,,,
季節調整済指数伸び率（前月比）,1997,12,E,0,0,-0.2,7.4,-0.3,7.5,-0.6,-2.6
季節調整済指数伸び率（前月比）,1997,12,E,0,1,-0.5,,,,,
季節調整済指数伸び率（前月比）,1997,12,E,0,2,0.5,,,,,
季節調整済指数伸び率（前月比）,1997,12,E,T,0,-0.2,8.2,-0.2,8.3,-0.3,-2.6
季節調整済指数伸び率（前月比）,1997,12,E,T,1,-0.4,,,,,
季節調整済指数伸び率（前月比）,1997,12,E,T,2,0.2,,,,,
季節調整済指数伸び率（前月比）,1997,12,TL,0,0,-0.1,6.9,0.3,7.1,-0.6,-1.9
季節調整済指数伸び率（前月比）,1997,12,TL,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,1997,12,TL,0,2,0.2,,,,,
季節調整済指数伸び率（前月比）,1997,12,TL,T,0,-0.2,7.5,0,7.7,-0.4,-0.9
季節調整済指数伸び率（前月比）,1997,12,TL,T,1,-0.3,,,,,
季節調整済指数伸び率（前月比）,1997,12,TL,T,2,-0.2,,,,,
季節調整済指数伸び率（前月比）,1998,1,D,T,0,,-11.3,,,,
季節調整済指数伸び率（前月比）,1998,1,E,0,0,-0.4,-4.8,-0.4,-4.8,-0.6,-2.8
季節調整済指数伸び率（前月比）,1998,1,E,0,1,-0.5,,,,,
季節調整済指数伸び率（前月比）,1998,1,E,0,2,0.3,,,,,
季節調整済指数伸び率（前月比）,1998,1,E,T,0,-0.4,-5.7,-0.2,-5.8,-0.5,-3.3
季節調整済指数伸び率（前月比）,1998,1,E,T,1,-0.3,,,,,
季節調整済指数伸び率（前月比）,1998,1,E,T,2,-0.8,,,,,
季節調整済指数伸び率（前月比）,1998,1,TL,0,0,0.1,-4.2,-0.5,-4.3,-0.6,-1.3
季節調整済指数伸び率（前月比）,1998,1,TL,0,1,-0.4,,,,,
季節調整済指数伸び率（前月比）,1998,1,TL,0,2,1.5,,,,,
季節調整済指数伸び率（前月比）,1998,1,TL,T,0,-0.1,-5.1,-0.1,-5.2,-0.8,-1.3
季節調整済指数伸び率（前月比）,1998,1,TL,T,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1998,1,TL,T,2,0.4,,,,,
季節調整済指数伸び率（前月比）,1998,2,D,T,0,,2.1,,,,
季節調整済指数伸び率（前月比）,1998,2,E,0,0,-0.3,-1.9,0,-2,-0.2,-1.8
季節調整済指数伸び率（前月比）,1998,2,E,0,1,-0.3,,,,,
季節調整済指数伸び率（前月比）,1998,2,E,0,2,-0.6,,,,,
季節調整済指数伸び率（前月比）,1998,2,E,T,0,-0.3,-1.1,0.2,-1.1,-0.1,-1.7
季節調整済指数伸び率（前月比）,1998,2,E,T,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1998,2,E,T,2,-0.3,,,,,
季節調整済指数伸び率（前月比）,1998,2,TL,0,0,-0.1,-1.9,0.2,-2,0.8,-0.6
季節調整済指数伸び率（前月比）,1998,2,TL,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1998,2,TL,0,2,0.4,,,,,
季節調整済指数伸び率（前月比）,1998,2,TL,T,0,0,-1.4,0.1,-1.6,1.1,-0.1
季節調整済指数伸び率（前月比）,1998,2,TL,T,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,1998,2,TL,T,2,0.6,,,,,
季節調整済指数伸び率（前月比）,1998,3,D,T,0,,0.7,,,,
季節調整済指数伸び率（前月比）,1998,3,E,0,0,0,-0.2,0,-0.3,-0.2,-3.5
季節調整済指数伸び率（前月比）,1998,3,E,0,1,0.2,,,,,
季節調整済指数伸び率（前月比）,1998,3,E,0,2,-2,,,,,
季節調整済指数伸び率（前月比）,1998,3,E,T,0,-0.1,-0.3,-0.2,-0.4,-0.8,-2.5
季節調整済指数伸び率（前月比）,1998,3,E,T,1,-0.3,,,,,
季節調整済指数伸び率（前月比）,1998,3,E,T,2,-0.5,,,,,
季節調整済指数伸び率（前月比）,1998,3,TL,0,0,0.1,0.4,-0.1,0.3,-0.7,-1.8
季節調整済指数伸び率（前月比）,1998,3,TL,0,1,0.3,,,,,
季節調整済指数伸び率（前月比）,1998,3,TL,0,2,0,,,,,
季節調整済指数伸び率（前月比）,1998,3,TL,T,0,-0.1,0.4,0,0.3,-0.8,-1
季節調整済指数伸び率（前月比）,1998,3,TL,T,1,0,,,,,
季節調整済指数伸び率（前月比）,1998,3,TL,T,2,0.2,,,,,
季節調整済指数伸び率（前月比）,1998,4,D,T,0,,-1.8,,,,
季節調整済指数伸び率（前月比）,1998,4,E,0,0,0.1,-0.1,0.1,0,0,-1.1
季節調整済指数伸び率（前月比）,1998,4,E,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,1998,4,E,0,2,1.6,,,,,
季節調整済指数伸び率（前月比）,1998,4,E,T,0,0,-0.3,0,-0.2,0.1,-1.6
季節調整済指数伸び率（前月比）,1998,4,E,T,1,0.1,,,,,
季節調整済指数伸び率（前月比）,1998,4,E,T,2,-0.3,,,,,
季節調整済指数伸び率（前月比）,1998,4,TL,0,0,0.2,-0.7,-0.1,-0.6,0.8,-1.1
季節調整済指数伸び率（前月比）,1998,4,TL,0,1,0.3,,,,,
季節調整済指数伸び率（前月比）,1998,4,TL,0,2,0.2,,,,,
季節調整済指数伸び率（前月比）,1998,4,TL,T,0,0.1,-0.7,-0.1,-0.6,0.3,-1.2
季節調整済指数伸び率（前月比）,1998,4,TL,T,1,0,,,,,
季節調整済指数伸び率（前月比）,1998,4,TL,T,2,-0.2,,,,,
季節調整済指数伸び率（前月比）,1998,5,D,T,0,,0.1,,,,
季節調整済指数伸び率（前月比）,1998,5,E,0,0,-0.1,0.6,0.3,0.4,-0.5,-1.6
季節調整済指数伸び率（前月比）,1998,5,E,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,1998,5,E,0,2,-1.7,,,,,
季節調整済指数伸び率（前月比）,1998,5,E,T,0,-0.4,0.5,0.2,0.3,-0.1,-2
季節調整済指数伸び率（前月比）,1998,5,E,T,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,1998,5,E,T,2,-0.4,,,,,
季節調整済指数伸び率（前月比）,1998,5,TL,0,0,0.1,-0.2,0.1,-0.4,-0.6,-0.5
季節調整済指数伸び率（前月比）,1998,5,TL,0,1,0.2,,,,,
季節調整済指数伸び率（前月比）,1998,5,TL,0,2,-0.5,,,,,
季節調整済指数伸び率（前月比）,1998,5,TL,T,0,0,0.1,0.1,-0.1,-0.5,-0.9
季節調整済指数伸び率（前月比）,1998,5,TL,T,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,1998,5,TL,T,2,0.2,,,,,
季節調整済指数伸び率（前月比）,1998,6,D,T,0,,0,,,,
季節調整済指数伸び率（前月比）,1998,6,E,0,0,-0.2,1.8,-0.2,2.1,0.1,-0.9
季節調整済指数伸び率（前月比）,1998,6,E,0,1,-0.4,,,,,
季節調整済指数伸び率（前月比）,1998,6,E,0,2,0.3,,,,,
季節調整済指数伸び率（前月比）,1998,6,E,T,0,-0.2,1.8,0,2.1,0.1,-0.6
季節調整済指数伸び率（前月比）,1998,6,E,T,1,-0.5,,,,,
季節調整済指数伸び率（前月比）,1998,6,E,T,2,-0.2,,,,,
季節調整済指数伸び率（前月比）,1998,6,TL,0,0,0,1.8,-0.1,2,0.1,-0.7
季節調整済指数伸び率（前月比）,1998,6,TL,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1998,6,TL,0,2,0.7,,,,,
季節調整済指数伸び率（前月比）,1998,6,TL,T,0,0.1,1.3,0,1.5,0.5,-0.9
季節調整済指数伸び率（前月比）,1998,6,TL,T,1,0,,,,,
季節調整済指数伸び率（前月比）,1998,6,TL,T,2,0.2,,,,,
季節調整済指数伸び率（前月比）,1998,7,D,T,0,,1.8,,,,
季節調整済指数伸び率（前月比）,1998,7,E,0,0,-0.2,0.3,0,0.6,-0.7,-2
季節調整済指数伸び率（前月比）,1998,7,E,0,1,-0.4,,,,,
季節調整済指数伸び率（前月比）,1998,7,E,0,2,0.4,,,,,
季節調整済指数伸び率（前月比）,1998,7,E,T,0,-0.4,1.7,0,1.9,-0.7,-1.4
季節調整済指数伸び率（前月比）,1998,7,E,T,1,-0.4,,,,,
季節調整済指数伸び率（前月比）,1998,7,E,T,2,-0.3,,,,,
季節調整済指数伸び率（前月比）,1998,7,TL,0,0,-0.2,0.2,-0.1,0.4,-0.5,-1.4
季節調整済指数伸び率（前月比）,1998,7,TL,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1998,7,TL,0,2,0.5,,,,,
季節調整済指数伸び率（前月比）,1998,7,TL,T,0,-0.1,0.3,-0.2,0.5,-0.7,0.1
季節調整済指数伸び率（前月比）,1998,7,TL,T,1,-0.3,,,,,
季節調整済指数伸び率（前月比）,1998,7,TL,T,2,0.9,,,,,
季節調整済指数伸び率（前月比）,1998,8,D,T,0,,-1,,,,
季節調整済指数伸び率（前月比）,1998,8,E,0,0,-0.3,-2.2,0.2,-1.8,0.2,-0.9
季節調整済指数伸び率（前月比）,1998,8,E,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1998,8,E,0,2,-1.4,,,,,
季節調整済指数伸び率（前月比）,1998,8,E,T,0,-0.3,-3.4,0.3,-3,0.3,-1.1
季節調整済指数伸び率（前月比）,1998,8,E,T,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1998,8,E,T,2,-0.4,,,,,
季節調整済指数伸び率（前月比）,1998,8,TL,0,0,0,-2.1,0,-1.7,-0.1,-0.5
季節調整済指数伸び率（前月比）,1998,8,TL,0,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,1998,8,TL,0,2,-0.4,,,,,
季節調整済指数伸び率（前月比）,1998,8,TL,T,0,-0.1,-1.9,-0.1,-1.5,-0.2,-0.6
季節調整済指数伸び率（前月比）,1998,8,TL,T,1,0,,,,,
季節調整済指数伸び率（前月比）,1998,8,TL,T,2,0,,,,,
季節調整済指数伸び率（前月比）,1998,9,D,T,0,,-1.3,,,,
季節調整済指数伸び率（前月比）,1998,9,E,0,0,-0.2,-0.2,-0.1,-0.7,-0.1,-0.3
季節調整済指数伸び率（前月比）,1998,9,E,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1998,9,E,0,2,0.7,,,,,
季節調整済指数伸び率（前月比）,1998,9,E,T,0,-0.2,-0.6,-0.2,-1.1,-0.1,-0.1
季節調整済指数伸び率（前月比）,1998,9,E,T,1,-0.4,,,,,
季節調整済指数伸び率（前月比）,1998,9,E,T,2,0,,,,,
季節調整済指数伸び率（前月比）,1998,9,TL,0,0,0,0.2,0,-0.3,0.2,-0.2
季節調整済指数伸び率（前月比）,1998,9,TL,0,1,0,,,,,
季節調整済指数伸び率（前月比）,1998,9,TL,0,2,0.4,,,,,
季節調整済指数伸び率（前月比）,1998,9,TL,T,0,-0.2,-0.5,0,-1,0.3,-0.9
季節調整済指数伸び率（前月比）,1998,9,TL,T,1,-0.4,,,,,
季節調整済指数伸び率（前月比）,1998,9,TL,T,2,0.4,,,,,
季節調整済指数伸び率（前月比）,1998,10,D,T,0,,-0.2,,,,
季節調整済指数伸び率（前月比）,1998,10,E,0,0,-0.3,0.1,0.1,-0.4,0.6,0.9
季節調整済指数伸び率（前月比）,1998,10,E,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1998,10,E,0,2,0.1,,,,,
季節調整済指数伸び率（前月比）,1998,10,E,T,0,-0.4,0.5,0.1,0,0.5,0.7
季節調整済指数伸び率（前月比）,1998,10,E,T,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1998,10,E,T,2,-0.3,,,,,
季節調整済指数伸び率（前月比）,1998,10,TL,0,0,0,0.1,0.2,-0.5,0.1,0.6
季節調整済指数伸び率（前月比）,1998,10,TL,0,1,0,,,,,
季節調整済指数伸び率（前月比）,1998,10,TL,0,2,0.2,,,,,
季節調整済指数伸び率（前月比）,1998,10,TL,T,0,0,0.3,-0.1,-0.2,0,0.4
季節調整済指数伸び率（前月比）,1998,10,TL,T,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,1998,10,TL,T,2,-0.4,,,,,
季節調整済指数伸び率（前月比）,1998,11,D,T,0,,-0.1,,,,
季節調整済指数伸び率（前月比）,1998,11,E,0,0,-0.3,1.2,-0.1,0.7,-0.5,-1.1
季節調整済指数伸び率（前月比）,1998,11,E,0,1,-0.5,,,,,
季節調整済指数伸び率（前月比）,1998,11,E,0,2,-0.4,,,,,
季節調整済指数伸び率（前月比）,1998,11,E,T,0,-0.5,0.7,-0.2,0.3,-0.5,-1
季節調整済指数伸び率（前月比）,1998,11,E,T,1,-0.5,,,,,
季節調整済指数伸び率（前月比）,1998,11,E,T,2,-0.3,,,,,
季節調整済指数伸び率（前月比）,1998,11,TL,0,0,0,0.2,0,-0.2,0.2,-1.3
季節調整済指数伸び率（前月比）,1998,11,TL,0,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,1998,11,TL,0,2,-0.2,,,,,
季節調整済指数伸び率（前月比）,1998,11,TL,T,0,0,0,0.1,-0.4,0,-1.6
季節調整済指数伸び率（前月比）,1998,11,TL,T,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1998,11,TL,T,2,0.4,,,,,
季節調整済指数伸び率（前月比）,1998,12,D,T,0,,4.2,,,,
季節調整済指数伸び率（前月比）,1998,12,E,0,0,-0.2,1.5,0.2,2,-0.3,-0.2
季節調整済指数伸び率（前月比）,1998,12,E,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1998,12,E,0,2,0.3,,,,,
季節調整済指数伸び率（前月比）,1998,12,E,T,0,-0.1,2.3,0.3,2.8,-0.4,-0.2
季節調整済指数伸び率（前月比）,1998,12,E,T,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1998,12,E,T,2,0.5,,,,,
季節調整済指数伸び率（前月比）,1998,12,TL,0,0,-0.1,2.7,0.1,3.1,-0.5,1.8
季節調整済指数伸び率（前月比）,1998,12,TL,0,1,0,,,,,
季節調整済指数伸び率（前月比）,1998,12,TL,0,2,-0.4,,,,,
季節調整済指数伸び率（前月比）,1998,12,TL,T,0,0,3.5,0,3.8,-0.3,2.2
季節調整済指数伸び率（前月比）,1998,12,TL,T,1,0.1,,,,,
季節調整済指数伸び率（前月比）,1998,12,TL,T,2,0.5,,,,,
季節調整済指数伸び率（前月比）,1999,1,D,T,0,,-5.2,,,,
季節調整済指数伸び率（前月比）,1999,1,E,0,0,-0.2,-3,0.1,-2.8,1,-0.5
季節調整済指数伸び率（前月比）,1999,1,E,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1999,1,E,0,2,-0.3,,,,,
季節調整済指数伸び率（前月比）,1999,1,E,T,0,-0.2,-3,0.1,-2.8,0.8,0.3
季節調整済指数伸び率（前月比）,1999,1,E,T,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1999,1,E,T,2,0.3,,,,,
季節調整済指数伸び率（前月比）,1999,1,TL,0,0,0,-4.8,0,-4.6,0.9,-1.3
季節調整済指数伸び率（前月比）,1999,1,TL,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1999,1,TL,0,2,0.2,,,,,
季節調整済指数伸び率（前月比）,1999,1,TL,T,0,-0.3,-4.1,0,-3.9,0.4,-1.6
季節調整済指数伸び率（前月比）,1999,1,TL,T,1,0,,,,,
季節調整済指数伸び率（前月比）,1999,1,TL,T,2,0.4,,,,,
季節調整済指数伸び率（前月比）,1999,2,D,T,0,,0.2,,,,
季節調整済指数伸び率（前月比）,1999,2,E,0,0,-0.2,0.6,0,0.7,-1.6,1.3
季節調整済指数伸び率（前月比）,1999,2,E,0,1,-0.3,,,,,
季節調整済指数伸び率（前月比）,1999,2,E,0,2,-0.4,,,,,
季節調整済指数伸び率（前月比）,1999,2,E,T,0,-0.2,0.1,-0.2,0.2,-1,1
季節調整済指数伸び率（前月比）,1999,2,E,T,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1999,2,E,T,2,0.1,,,,,
季節調整済指数伸び率（前月比）,1999,2,TL,0,0,-0.1,2.1,-0.2,2.1,-1.4,-0.1
季節調整済指数伸び率（前月比）,1999,2,TL,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1999,2,TL,0,2,0.5,,,,,
季節調整済指数伸び率（前月比）,1999,2,TL,T,0,0.2,0.8,-0.1,0.9,-0.9,0.1
季節調整済指数伸び率（前月比）,1999,2,TL,T,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,1999,2,TL,T,2,0.4,,,,,
季節調整済指数伸び率（前月比）,1999,3,D,T,0,,0.4,,,,
季節調整済指数伸び率（前月比）,1999,3,E,0,0,-0.2,0.1,0.4,0.3,2.6,1.1
季節調整済指数伸び率（前月比）,1999,3,E,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1999,3,E,0,2,0,,,,,
季節調整済指数伸び率（前月比）,1999,3,E,T,0,-0.2,0.3,0.4,0.5,2,1.1
季節調整済指数伸び率（前月比）,1999,3,E,T,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,1999,3,E,T,2,0.3,,,,,
