種別,年,月,産業分類,規模,就業形態,常用雇用,現金給与総額,きまって支給する給与,実質賃金（現金給与総額）,総実労働時間,所定外労働時間
季節調整済指数,1999,9,TL,T,2,56.3,,,,,
季節調整済指数,1999,10,D,T,0,,90,,,,
季節調整済指数,1999,10,E,0,0,118.8,95.1,93.4,97.8,104.5,105.1
季節調整済指数,1999,10,E,0,1,119.5,,,,,
季節調整済指数,1999,10,E,0,2,112.8,,,,,
季節調整済指数,1999,10,E,T,0,123.5,94.4,93.8,97.1,106,107.6
季節調整済指数,1999,10,E,T,1,124.6,,,,,
季節調整済指数,1999,10,E,T,2,120.1,,,,,
季節調整済指数,1999,10,TL,0,0,84.9,106.7,102.5,109.8,109.3,107.1
季節調整済指数,1999,10,TL,0,1,93.6,,,,,
季節調整済指数,1999,10,TL,0,2,56.9,,,,,
季節調整済指数,1999,10,TL,T,0,88.9,109.4,105.9,112.6,113.5,105.7
季節調整済指数,1999,10,TL,T,1,103.5,,,,,
季節調整済指数,1999,10,TL,T,2,56.7,,,,,
季節調整済指数,1999,11,D,T,0,,88.6,,,,
季節調整済指数,1999,11,E,0,0,118.5,95.3,93.7,98.1,104.7,106.3
季節調整済指数,1999,11,E,0,1,119.2,,,,,
季節調整済指数,1999,11,E,0,2,115.2,,,,,
季節調整済指数,1999,11,E,T,0,123.2,94.7,94.2,97.5,106.2,109.6
季節調整済指数,1999,11,E,T,1,124.2,,,,,
季節調整済指数,1999,11,E,T,2,121.3,,,,,
季節調整済指数,1999,11,TL,0,0,84.8,106.7,102.3,109.9,109.4,107.7
季節調整済指数,1999,11,TL,0,1,93.4,,,,,
季節調整済指数,1999,11,TL,0,2,57.1,,,,,
季節調整済指数,1999,11,TL,T,0,89,109.4,105.7,112.7,113.8,106.5
季節調整済指数,1999,11,TL,T,1,103.3,,,,,
季節調整済指数,1999,11,TL,T,2,56.8,,,,,
季節調整済指数,1999,12,D,T,0,,90.8,,,,
季節調整済指数,1999,12,E,0,0,118.1,94.7,93.7,97.9,104.1,108.5
季節調整済指数,1999,12,E,0,1,119,,,,,
季節調整済指数,1999,12,E,0,2,112,,,,,
季節調整済指数,1999,12,E,T,0,123,94.6,94.2,97.8,105.6,110.9
季節調整済指数,1999,12,E,T,1,124,,,,,
季節調整済指数,1999,12,E,T,2,119.2,,,,,
季節調整済指数,1999,12,TL,0,0,84.8,107.8,102.7,111.5,108.9,107.8
季節調整済指数,1999,12,TL,0,1,93.4,,,,,
季節調整済指数,1999,12,TL,0,2,57.4,,,,,
季節調整済指数,1999,12,TL,T,0,88.9,111.1,106.1,114.9,113.3,106.9
季節調整済指数,1999,12,TL,T,1,103.4,,,,,
季節調整済指数,1999,12,TL,T,2,56.8,,,,,
季節調整済指数,2000,1,D,T,0,,90.4,,,,
季節調整済指数,2000,1,E,0,0,117.9,96.3,94.2,99.6,104.8,111.7
季節調整済指数,2000,1,E,0,1,118.7,,,,,
季節調整済指数,2000,1,E,0,2,113.3,,,,,
季節調整済指数,2000,1,E,T,0,122.7,95.4,94.5,98.7,105.8,112.8
季節調整済指数,2000,1,E,T,1,123.4,,,,,
季節調整済指数,2000,1,E,T,2,121.4,,,,,
季節調整済指数,2000,1,TL,0,0,84.6,106.2,102.9,109.8,109.5,107.9
季節調整済指数,2000,1,TL,0,1,93.6,,,,,
季節調整済指数,2000,1,TL,0,2,56.7,,,,,
季節調整済指数,2000,1,TL,T,0,88.9,110.1,106.7,113.9,113.5,106.6
季節調整済指数,2000,1,TL,T,1,103.3,,,,,
季節調整済指数,2000,1,TL,T,2,56.6,,,,,
季節調整済指数,2000,2,D,T,0,,90.2,,,,
季節調整済指数,2000,2,E,0,0,117.5,95.6,94.1,98.9,105.3,112.3
季節調整済指数,2000,2,E,0,1,118.4,,,,,
季節調整済指数,2000,2,E,0,2,113.8,,,,,
季節調整済指数,2000,2,E,T,0,122.6,95.2,94.3,98.4,106.6,113.7
季節調整済指数,2000,2,E,T,1,123.2,,,,,
季節調整済指数,2000,2,E,T,2,121.7,,,,,
季節調整済指数,2000,2,TL,0,0,84.7,107,103,110.7,109.5,108
季節調整済指数,2000,2,TL,0,1,93.4,,,,,
季節調整済指数,2000,2,TL,0,2,57,,,,,
季節調整済指数,2000,2,TL,T,0,88.8,110.1,106.5,113.9,113.5,107.1
季節調整済指数,2000,2,TL,T,1,103,,,,,
季節調整済指数,2000,2,TL,T,2,56.9,,,,,
季節調整済指数,2000,3,D,T,0,,89.5,,,,
季節調整済指数,2000,3,E,0,0,117.2,96.2,94.5,99.4,107.6,115.4
季節調整済指数,2000,3,E,0,1,118,,,,,
季節調整済指数,2000,3,E,0,2,114,,,,,
季節調整済指数,2000,3,E,T,0,122.2,95.4,95,98.6,109.1,117.8
季節調整済指数,2000,3,E,T,1,122.9,,,,,
季節調整済指数,2000,3,E,T,2,122.2,,,,,
季節調整済指数,2000,3,TL,0,0,84.8,106.6,103.3,110.1,111.8,110.4
季節調整済指数,2000,3,TL,0,1,93.6,,,,,
季節調整済指数,2000,3,TL,0,2,57.3,,,,,
季節調整済指数,2000,3,TL,T,0,88.9,109.7,107.1,113.3,116,108.4
季節調整済指数,2000,3,TL,T,1,103.1,,,,,
季節調整済指数,2000,3,TL,T,2,56.9,,,,,
季節調整済指数,2000,4,D,T,0,,90.4,,,,
季節調整済指数,2000,4,E,0,0,117.3,96.3,94.7,99.6,106.9,116.1
季節調整済指数,2000,4,E,0,1,117.8,,,,,
季節調整済指数,2000,4,E,0,2,114.5,,,,,
季節調整済指数,2000,4,E,T,0,122.1,95.6,94.8,98.9,107.4,117.6
季節調整済指数,2000,4,E,T,1,122.5,,,,,
季節調整済指数,2000,4,E,T,2,122.6,,,,,
季節調整済指数,2000,4,TL,0,0,84.6,106.8,102.8,110.4,110.5,110.6
季節調整済指数,2000,4,TL,0,1,92.8,,,,,
季節調整済指数,2000,4,TL,0,2,57.6,,,,,
季節調整済指数,2000,4,TL,T,0,88.7,109.9,106.4,113.7,114.3,109.2
季節調整済指数,2000,4,TL,T,1,102.8,,,,,
季節調整済指数,2000,4,TL,T,2,57.6,,,,,
季節調整済指数,2000,5,D,T,0,,89.2,,,,
季節調整済指数,2000,5,E,0,0,117.1,96.4,94.5,99.9,105.1,115.4
季節調整済指数,2000,5,E,0,1,117.4,,,,,
季節調整済指数,2000,5,E,0,2,116.9,,,,,
季節調整済指数,2000,5,E,T,0,122,95.8,94.7,99.3,106.5,117.2
季節調整済指数,2000,5,E,T,1,122.3,,,,,
季節調整済指数,2000,5,E,T,2,123.9,,,,,
季節調整済指数,2000,5,TL,0,0,84.5,106.6,102.8,110.5,110.1,111.2
季節調整済指数,2000,5,TL,0,1,92.9,,,,,
季節調整済指数,2000,5,TL,0,2,57.8,,,,,
季節調整済指数,2000,5,TL,T,0,88.7,109.7,106.4,113.7,114.2,108.6
季節調整済指数,2000,5,TL,T,1,102.8,,,,,
季節調整済指数,2000,5,TL,T,2,57.5,,,,,
季節調整済指数,2000,6,D,T,0,,90.5,,,,
季節調整済指数,2000,6,E,0,0,117,94.5,94.5,97.9,105.1,117.7
季節調整済指数,2000,6,E,0,1,117.4,,,,,
季節調整済指数,2000,6,E,0,2,115.5,,,,,
季節調整済指数,2000,6,E,T,0,121.8,94.6,94.7,98,106.1,119.1
季節調整済指数,2000,6,E,T,1,122,,,,,
季節調整済指数,2000,6,E,T,2,123.3,,,,,
季節調整済指数,2000,6,TL,0,0,84.5,106.4,102.3,110.3,109.1,110.5
季節調整済指数,2000,6,TL,0,1,92.7,,,,,
季節調整済指数,2000,6,TL,0,2,58.5,,,,,
季節調整済指数,2000,6,TL,T,0,88.8,109.9,106.1,113.9,113.5,108.9
季節調整済指数,2000,6,TL,T,1,102.7,,,,,
季節調整済指数,2000,6,TL,T,2,57.9,,,,,
季節調整済指数,2000,7,D,T,0,,90.1,,,,
季節調整済指数,2000,7,E,0,0,116.5,95.7,94.7,99.2,105.8,117
季節調整済指数,2000,7,E,0,1,116.7,,,,,
季節調整済指数,2000,7,E,0,2,117.4,,,,,
季節調整済指数,2000,7,E,T,0,121.6,95.7,94.9,99.2,107,118.2
季節調整済指数,2000,7,E,T,1,121.8,,,,,
季節調整済指数,2000,7,E,T,2,123.3,,,,,
季節調整済指数,2000,7,TL,0,0,84.4,106.4,102.8,110.3,110.1,112.3
季節調整済指数,2000,7,TL,0,1,92.7,,,,,
季節調整済指数,2000,7,TL,0,2,58.5,,,,,
季節調整済指数,2000,7,TL,T,0,89,109.4,106.5,113.4,114,109.8
季節調整済指数,2000,7,TL,T,1,102.6,,,,,
季節調整済指数,2000,7,TL,T,2,57.9,,,,,
季節調整済指数,2000,8,D,T,0,,90.9,,,,
季節調整済指数,2000,8,E,0,0,116.2,97,94.5,100.6,105.7,118.3
季節調整済指数,2000,8,E,0,1,115.7,,,,,
季節調整済指数,2000,8,E,0,2,122.7,,,,,
季節調整済指数,2000,8,E,T,0,121.2,96.1,94.9,99.7,106.9,120.2
季節調整済指数,2000,8,E,T,1,120.7,,,,,
季節調整済指数,2000,8,E,T,2,126.5,,,,,
季節調整済指数,2000,8,TL,0,0,84.4,107.2,102.7,111.2,110.1,112.5
季節調整済指数,2000,8,TL,0,1,92.6,,,,,
季節調整済指数,2000,8,TL,0,2,58.8,,,,,
季節調整済指数,2000,8,TL,T,0,88.7,110.6,106.5,114.7,113.8,109.8
季節調整済指数,2000,8,TL,T,1,102.3,,,,,
季節調整済指数,2000,8,TL,T,2,58.2,,,,,
季節調整済指数,2000,9,D,T,0,,90.4,,,,
季節調整済指数,2000,9,E,0,0,115.8,96.5,94.7,100.4,105.2,119.5
季節調整済指数,2000,9,E,0,1,115.3,,,,,
季節調整済指数,2000,9,E,0,2,123.7,,,,,
季節調整済指数,2000,9,E,T,0,121,95.8,95,99.7,106.5,120.2
季節調整済指数,2000,9,E,T,1,120.5,,,,,
季節調整済指数,2000,9,E,T,2,128.2,,,,,
季節調整済指数,2000,9,TL,0,0,84.3,106.6,102.8,110.9,109.8,113.3
季節調整済指数,2000,9,TL,0,1,92.5,,,,,
季節調整済指数,2000,9,TL,0,2,58.8,,,,,
季節調整済指数,2000,9,TL,T,0,88.7,109.5,106.4,113.9,113.7,110.7
季節調整済指数,2000,9,TL,T,1,102.2,,,,,
季節調整済指数,2000,9,TL,T,2,58.5,,,,,
季節調整済指数,2000,10,D,T,0,,90.2,,,,
季節調整済指数,2000,10,E,0,0,115.7,96.3,94.9,100.4,107.4,121.5
季節調整済指数,2000,10,E,0,1,115.7,,,,,
季節調整済指数,2000,10,E,0,2,118.8,,,,,
季節調整済指数,2000,10,E,T,0,120.9,95.6,95.3,99.7,108.8,121.9
季節調整済指数,2000,10,E,T,1,120.7,,,,,
季節調整済指数,2000,10,E,T,2,125,,,,,
季節調整済指数,2000,10,TL,0,0,84.2,106.1,102.9,110.6,110.8,113.2
季節調整済指数,2000,10,TL,0,1,92.6,,,,,
季節調整済指数,2000,10,TL,0,2,58.6,,,,,
季節調整済指数,2000,10,TL,T,0,88.6,109.2,106.4,113.9,114.7,110.5
季節調整済指数,2000,10,TL,T,1,102.1,,,,,
季節調整済指数,2000,10,TL,T,2,58.7,,,,,
季節調整済指数,2000,11,D,T,0,,90.9,,,,
季節調整済指数,2000,11,E,0,0,115.5,95.5,94.8,99.5,105.6,121.3
季節調整済指数,2000,11,E,0,1,115.5,,,,,
季節調整済指数,2000,11,E,0,2,119.2,,,,,
季節調整済指数,2000,11,E,T,0,120.8,95.1,95.1,99.1,106.9,122
季節調整済指数,2000,11,E,T,1,120.5,,,,,
季節調整済指数,2000,11,E,T,2,125.4,,,,,
季節調整済指数,2000,11,TL,0,0,84.2,105.7,102.4,110.1,109.8,113.9
季節調整済指数,2000,11,TL,0,1,92.5,,,,,
季節調整済指数,2000,11,TL,0,2,58.4,,,,,
季節調整済指数,2000,11,TL,T,0,88.7,109.4,106.2,114,113.7,110.6
季節調整済指数,2000,11,TL,T,1,102,,,,,
季節調整済指数,2000,11,TL,T,2,58.8,,,,,
季節調整済指数,2000,12,D,T,0,,89.9,,,,
季節調整済指数,2000,12,E,0,0,115.3,97.1,94.9,100.9,106.5,120.1
季節調整済指数,2000,12,E,0,1,115.3,,,,,
季節調整済指数,2000,12,E,0,2,118,,,,,
季節調整済指数,2000,12,E,T,0,120.4,96.6,95.1,100.4,107.7,121.6
季節調整済指数,2000,12,E,T,1,120.2,,,,,
季節調整済指数,2000,12,E,T,2,124.6,,,,,
季節調整済指数,2000,12,TL,0,0,84.1,106.4,102.4,110.6,110.6,112.8
季節調整済指数,2000,12,TL,0,1,92.3,,,,,
季節調整済指数,2000,12,TL,0,2,58.5,,,,,
季節調整済指数,2000,12,TL,T,0,88.6,110.5,106,114.9,114.3,110.3
季節調整済指数,2000,12,TL,T,1,102.1,,,,,
季節調整済指数,2000,12,TL,T,2,58.7,,,,,
季節調整済指数,2001,1,D,T,0,,90.2,,,,
季節調整済指数,2001,1,E,0,0,115.1,96.6,95,100.3,106.3,117.9
季節調整済指数,2001,1,E,0,1,115.3,,,,,
季節調整済指数,2001,1,E,0,2,117.2,,,,,
季節調整済指数,2001,1,E,T,0,120.2,96,95.2,99.7,107.9,119
季節調整済指数,2001,1,E,T,1,120.2,,,,,
季節調整済指数,2001,1,E,T,2,124.8,,,,,
季節調整済指数,2001,1,TL,0,0,84.1,108.7,102.5,112.9,110.2,113
季節調整済指数,2001,1,TL,0,1,91.9,,,,,
季節調整済指数,2001,1,TL,0,2,58.9,,,,,
季節調整済指数,2001,1,TL,T,0,88.7,111.1,105.9,115.4,113.8,110.1
季節調整済指数,2001,1,TL,T,1,101.6,,,,,
季節調整済指数,2001,1,TL,T,2,59.5,,,,,
季節調整済指数,2001,2,D,T,0,,88.4,,,,
季節調整済指数,2001,2,E,0,0,114.9,96.5,95.2,100.2,105.7,118.1
季節調整済指数,2001,2,E,0,1,115.1,,,,,
季節調整済指数,2001,2,E,0,2,117.4,,,,,
季節調整済指数,2001,2,E,T,0,120.1,95.8,95.3,99.5,106.7,118.5
季節調整済指数,2001,2,E,T,1,119.6,,,,,
季節調整済指数,2001,2,E,T,2,125.3,,,,,
季節調整済指数,2001,2,TL,0,0,84,105.5,102.5,109.6,110,112
季節調整済指数,2001,2,TL,0,1,92,,,,,
季節調整済指数,2001,2,TL,0,2,58.6,,,,,
季節調整済指数,2001,2,TL,T,0,88.6,108.6,105.8,112.8,113.6,108.4
季節調整済指数,2001,2,TL,T,1,101.6,,,,,
季節調整済指数,2001,2,TL,T,2,59.6,,,,,
季節調整済指数,2001,3,D,T,0,,88.4,,,,
季節調整済指数,2001,3,E,0,0,114.6,96.2,94.9,100.3,104.4,114.4
季節調整済指数,2001,3,E,0,1,114.7,,,,,
季節調整済指数,2001,3,E,0,2,117.4,,,,,
季節調整済指数,2001,3,E,T,0,119.6,95.7,95.2,99.8,105.9,116.5
季節調整済指数,2001,3,E,T,1,119.2,,,,,
季節調整済指数,2001,3,E,T,2,125.1,,,,,
季節調整済指数,2001,3,TL,0,0,83.9,105.6,102.5,110.1,109,110.5
季節調整済指数,2001,3,TL,0,1,92.1,,,,,
季節調整済指数,2001,3,TL,0,2,58.5,,,,,
季節調整済指数,2001,3,TL,T,0,88.6,108.6,105.6,113.2,113,107.5
季節調整済指数,2001,3,TL,T,1,101.3,,,,,
季節調整済指数,2001,3,TL,T,2,59.5,,,,,
季節調整済指数,2001,4,D,T,0,,89.9,,,,
季節調整済指数,2001,4,E,0,0,114.2,95.9,94.7,100.2,105.4,112.1
季節調整済指数,2001,4,E,0,1,114.2,,,,,
季節調整済指数,2001,4,E,0,2,116.7,,,,,
季節調整済指数,2001,4,E,T,0,119.1,95.6,95,99.9,106.7,113.8
季節調整済指数,2001,4,E,T,1,118.8,,,,,
季節調整済指数,2001,4,E,T,2,123.9,,,,,
季節調整済指数,2001,4,TL,0,0,83.8,105.6,102.4,110.3,109.7,109.2
季節調整済指数,2001,4,TL,0,1,91.9,,,,,
季節調整済指数,2001,4,TL,0,2,57.9,,,,,
季節調整済指数,2001,4,TL,T,0,88.5,108.7,105.7,113.6,113.4,106.5
季節調整済指数,2001,4,TL,T,1,101.4,,,,,
季節調整済指数,2001,4,TL,T,2,59.3,,,,,
季節調整済指数,2001,5,D,T,0,,88.8,,,,
季節調整済指数,2001,5,E,0,0,113.9,95.9,94.8,100.3,104.4,109.8
季節調整済指数,2001,5,E,0,1,114.1,,,,,
季節調整済指数,2001,5,E,0,2,115.5,,,,,
季節調整済指数,2001,5,E,T,0,118.7,95.3,95.1,99.7,105.7,111.8
季節調整済指数,2001,5,E,T,1,118.5,,,,,
季節調整済指数,2001,5,E,T,2,123.4,,,,,
季節調整済指数,2001,5,TL,0,0,83.8,105.8,102.5,110.7,109.3,108.5
季節調整済指数,2001,5,TL,0,1,91.9,,,,,
季節調整済指数,2001,5,TL,0,2,58.5,,,,,
季節調整済指数,2001,5,TL,T,0,88.5,108.6,105.7,113.6,113,105.8
季節調整済指数,2001,5,TL,T,1,101.4,,,,,
季節調整済指数,2001,5,TL,T,2,59.6,,,,,
季節調整済指数,2001,6,D,T,0,,89,,,,
季節調整済指数,2001,6,E,0,0,113.3,96.4,94.9,101,105.2,107.3
季節調整済指数,2001,6,E,0,1,113.6,,,,,
季節調整済指数,2001,6,E,0,2,115.6,,,,,
季節調整済指数,2001,6,E,T,0,118.3,96.1,95.2,100.7,106.4,109.4
季節調整済指数,2001,6,E,T,1,118.1,,,,,
季節調整済指数,2001,6,E,T,2,123.7,,,,,
季節調整済指数,2001,6,TL,0,0,83.7,105.2,102.3,110.3,109.9,107.9
季節調整済指数,2001,6,TL,0,1,91.8,,,,,
季節調整済指数,2001,6,TL,0,2,58.3,,,,,
季節調整済指数,2001,6,TL,T,0,88.4,108.3,105.5,113.5,113.6,105.8
季節調整済指数,2001,6,TL,T,1,101.3,,,,,
季節調整済指数,2001,6,TL,T,2,59.7,,,,,
季節調整済指数,2001,7,D,T,0,,87.3,,,,
季節調整済指数,2001,7,E,0,0,112.9,96.9,94.7,101.6,104.8,106.9
季節調整済指数,2001,7,E,0,1,113.2,,,,,
季節調整済指数,2001,7,E,0,2,114.5,,,,,
季節調整済指数,2001,7,E,T,0,117.9,96,94.8,100.6,106,108.5
季節調整済指数,2001,7,E,T,1,117.7,,,,,
季節調整済指数,2001,7,E,T,2,122.8,,,,,
季節調整済指数,2001,7,TL,0,0,83.8,107.7,102.3,112.9,109.7,107.1
季節調整済指数,2001,7,TL,0,1,91.9,,,,,
季節調整済指数,2001,7,TL,0,2,58.2,,,,,
季節調整済指数,2001,7,TL,T,0,88.4,109.2,105.5,114.5,113.4,104.7
季節調整済指数,2001,7,TL,T,1,101.3,,,,,
季節調整済指数,2001,7,TL,T,2,59.8,,,,,
季節調整済指数,2001,8,D,T,0,,88.3,,,,
季節調整済指数,2001,8,E,0,0,112.6,96.6,94.7,101.3,103.6,105.2
季節調整済指数,2001,8,E,0,1,112.8,,,,,
季節調整済指数,2001,8,E,0,2,114.4,,,,,
季節調整済指数,2001,8,E,T,0,117.4,95.5,94.6,100.1,104.5,106.3
季節調整済指数,2001,8,E,T,1,117,,,,,
季節調整済指数,2001,8,E,T,2,122.6,,,,,
季節調整済指数,2001,8,TL,0,0,83.7,106,102,111.1,108.8,105.6
季節調整済指数,2001,8,TL,0,1,91.7,,,,,
季節調整済指数,2001,8,TL,0,2,58.3,,,,,
季節調整済指数,2001,8,TL,T,0,88.5,108,105.1,113.2,111.9,103.1
季節調整済指数,2001,8,TL,T,1,101,,,,,
季節調整済指数,2001,8,TL,T,2,60,,,,,
季節調整済指数,2001,9,D,T,0,,87.6,,,,
季節調整済指数,2001,9,E,0,0,112.2,95.6,94.5,100.4,104.6,103.2
季節調整済指数,2001,9,E,0,1,112.6,,,,,
季節調整済指数,2001,9,E,0,2,112.5,,,,,
季節調整済指数,2001,9,E,T,0,116.9,94.8,94.7,99.6,106.1,104.7
季節調整済指数,2001,9,E,T,1,116.8,,,,,
季節調整済指数,2001,9,E,T,2,121.4,,,,,
季節調整済指数,2001,9,TL,0,0,83.5,104.3,101.7,109.6,109.1,104.6
季節調整済指数,2001,9,TL,0,1,91.5,,,,,
季節調整済指数,2001,9,TL,0,2,58,,,,,
季節調整済指数,2001,9,TL,T,0,88.5,107.4,104.6,112.8,112.8,102.6
季節調整済指数,2001,9,TL,T,1,100.9,,,,,
季節調整済指数,2001,9,TL,T,2,60.1,,,,,
季節調整済指数,2001,10,D,T,0,,87.2,,,,
季節調整済指数,2001,10,E,0,0,111.7,95.6,94.9,100.6,104.5,101.5
季節調整済指数,2001,10,E,0,1,112.2,,,,,
季節調整済指数,2001,10,E,0,2,111.7,,,,,
季節調整済指数,2001,10,E,T,0,116.4,94.9,94.7,99.9,105.8,102.8
季節調整済指数,2001,10,E,T,1,116.3,,,,,
季節調整済指数,2001,10,E,T,2,121.3,,,,,
季節調整済指数,2001,10,TL,0,0,83.5,104.3,101.8,109.8,109.2,103.8
季節調整済指数,2001,10,TL,0,1,91.6,,,,,
季節調整済指数,2001,10,TL,0,2,58,,,,,
季節調整済指数,2001,10,TL,T,0,88.4,106.9,104.9,112.5,112.7,101.8
季節調整済指数,2001,10,TL,T,1,101.1,,,,,
季節調整済指数,2001,10,TL,T,2,59.9,,,,,
季節調整済指数,2001,11,D,T,0,,87,,,,
季節調整済指数,2001,11,E,0,0,111.4,95.6,94.7,100.8,104.4,100.5
季節調整済指数,2001,11,E,0,1,111.7,,,,,
季節調整済指数,2001,11,E,0,2,111.6,,,,,
季節調整済指数,2001,11,E,T,0,115.9,94.9,94.5,100.1,105.2,100.8
季節調整済指数,2001,11,E,T,1,115.8,,,,,
季節調整済指数,2001,11,E,T,2,120.3,,,,,
季節調整済指数,2001,11,TL,0,0,83.4,104.4,101.6,110.1,109.1,102.5
季節調整済指数,2001,11,TL,0,1,91.2,,,,,
季節調整済指数,2001,11,TL,0,2,58.4,,,,,
季節調整済指数,2001,11,TL,T,0,88.2,106.8,104.8,112.7,112.4,100.1
季節調整済指数,2001,11,TL,T,1,100.7,,,,,
季節調整済指数,2001,11,TL,T,2,60,,,,,
季節調整済指数,2001,12,D,T,0,,87.3,,,,
季節調整済指数,2001,12,E,0,0,110.5,95.3,94.3,100.6,104.6,99.3
季節調整済指数,2001,12,E,0,1,110.6,,,,,
季節調整済指数,2001,12,E,0,2,113.1,,,,,
季節調整済指数,2001,12,E,T,0,115,94.2,94.4,99.5,105.9,100.3
季節調整済指数,2001,12,E,T,1,114.9,,,,,
季節調整済指数,2001,12,E,T,2,120,,,,,
季節調整済指数,2001,12,TL,0,0,83.3,103.9,101.3,109.7,110,102.9
季節調整済指数,2001,12,TL,0,1,91,,,,,
季節調整済指数,2001,12,TL,0,2,58.8,,,,,
季節調整済指数,2001,12,TL,T,0,88.1,106.6,104.5,112.6,113.5,101.3
季節調整済指数,2001,12,TL,T,1,100.3,,,,,
季節調整済指数,2001,12,TL,T,2,60.4,,,,,
季節調整済指数,2002,1,D,T,0,,87.1,,,,
季節調整済指数,2002,1,E,0,0,110,95.3,94.4,100.6,102.2,101.2
季節調整済指数,2002,1,E,0,1,109.9,,,,,
季節調整済指数,2002,1,E,0,2,112.5,,,,,
季節調整済指数,2002,1,E,T,0,114.4,94.3,94.3,99.6,103.7,102.6
季節調整済指数,2002,1,E,T,1,114.1,,,,,
季節調整済指数,2002,1,E,T,2,118.5,,,,,
季節調整済指数,2002,1,TL,0,0,83.2,103.7,100.8,109.5,107.1,103.6
季節調整済指数,2002,1,TL,0,1,89.6,,,,,
季節調整済指数,2002,1,TL,0,2,63.2,,,,,
季節調整済指数,2002,1,TL,T,0,88,106.4,103.9,112.4,110.6,102.6
季節調整済指数,2002,1,TL,T,1,99.7,,,,,
季節調整済指数,2002,1,TL,T,2,62.1,,,,,
季節調整済指数,2002,2,D,T,0,,87,,,,
季節調整済指数,2002,2,E,0,0,109.5,95.5,94.5,101.1,104.7,102.6
季節調整済指数,2002,2,E,0,1,109.3,,,,,
季節調整済指数,2002,2,E,0,2,113.2,,,,,
季節調整済指数,2002,2,E,T,0,113.8,94.7,94.5,100.2,105.9,104.4
季節調整済指数,2002,2,E,T,1,113.7,,,,,
季節調整済指数,2002,2,E,T,2,118.5,,,,,
季節調整済指数,2002,2,TL,0,0,83.3,103,100.6,109,109.4,104.3
季節調整済指数,2002,2,TL,0,1,89.5,,,,,
季節調整済指数,2002,2,TL,0,2,63.4,,,,,
季節調整済指数,2002,2,TL,T,0,88,105.9,103.7,112.1,113,103.4
季節調整済指数,2002,2,TL,T,1,99.5,,,,,
季節調整済指数,2002,2,TL,T,2,62.6,,,,,
季節調整済指数,2002,3,D,T,0,,86,,,,
季節調整済指数,2002,3,E,0,0,108.9,94.8,94.5,100.3,104.2,105.9
季節調整済指数,2002,3,E,0,1,108.6,,,,,
季節調整済指数,2002,3,E,0,2,112.2,,,,,
季節調整済指数,2002,3,E,T,0,113.3,94.1,94.5,99.6,105.4,106.6
季節調整済指数,2002,3,E,T,1,113.2,,,,,
季節調整済指数,2002,3,E,T,2,117.3,,,,,
季節調整済指数,2002,3,TL,0,0,83,105,100.6,111.1,108.4,105.5
季節調整済指数,2002,3,TL,0,1,89.2,,,,,
季節調整済指数,2002,3,TL,0,2,63.1,,,,,
季節調整済指数,2002,3,TL,T,0,88.1,107.4,103.6,113.7,111.9,104.3
季節調整済指数,2002,3,TL,T,1,99.5,,,,,
季節調整済指数,2002,3,TL,T,2,62.4,,,,,
季節調整済指数,2002,4,D,T,0,,85.4,,,,
季節調整済指数,2002,4,E,0,0,107.9,96,94.8,101.6,104.2,110.8
季節調整済指数,2002,4,E,0,1,108.2,,,,,
季節調整済指数,2002,4,E,0,2,111.3,,,,,
季節調整済指数,2002,4,E,T,0,112.4,95.1,94.8,100.6,105.2,111.2
季節調整済指数,2002,4,E,T,1,112.5,,,,,
季節調整済指数,2002,4,E,T,2,116.8,,,,,
季節調整済指数,2002,4,TL,0,0,82.9,103.3,100.6,109.3,108.1,107.3
季節調整済指数,2002,4,TL,0,1,88.8,,,,,
季節調整済指数,2002,4,TL,0,2,64,,,,,
季節調整済指数,2002,4,TL,T,0,87.7,105.5,103.4,111.6,111.9,104.9
季節調整済指数,2002,4,TL,T,1,98.9,,,,,
季節調整済指数,2002,4,TL,T,2,63.3,,,,,
季節調整済指数,2002,5,D,T,0,,85.8,,,,
季節調整済指数,2002,5,E,0,0,107.5,95.3,94.9,100.7,104.9,113.3
季節調整済指数,2002,5,E,0,1,107.3,,,,,
季節調整済指数,2002,5,E,0,2,111.5,,,,,
季節調整済指数,2002,5,E,T,0,112.1,94.3,94.7,99.7,106,112.4
季節調整済指数,2002,5,E,T,1,111.8,,,,,
季節調整済指数,2002,5,E,T,2,117.5,,,,,
季節調整済指数,2002,5,TL,0,0,82.6,102.5,100.3,108.4,108.6,109
季節調整済指数,2002,5,TL,0,1,88.5,,,,,
季節調整済指数,2002,5,TL,0,2,64.3,,,,,
季節調整済指数,2002,5,TL,T,0,87.6,105.3,103.1,111.3,111.8,105.1
季節調整済指数,2002,5,TL,T,1,98.5,,,,,
季節調整済指数,2002,5,TL,T,2,63.4,,,,,
季節調整済指数,2002,6,D,T,0,,84.5,,,,
